current_age,gender,yearly_income,per_capita_income,total_debt,credit_score,num_credit_cards,dti_ratio,amount,use_chip,merchant_state,default,predicted_rf,risk_probability,risk_label
42,Male,654567.0,54547,0,809,3,0.0,2186.83,Yes,Telangana,0,0,0.14,Low Risk
55,Other,1186395.0,98866,0,501,1,0.0,1653.81,Yes,Tamil Nadu,1,1,0.77,High Risk
57,Male,810437.0,67536,0,824,4,0.0,1547.03,No,Rajasthan,0,0,0.18,Low Risk
34,Male,670584.0,55882,145141,670,4,0.2164397003209143,3170.69,Yes,West Bengal,0,0,0.08,Low Risk
28,Male,301208.0,25101,54962,718,1,0.1824719130965977,2499.7,No,Madhya Pradesh,0,0,0.07,Low Risk
58,Male,635452.0,52954,0,667,2,0.0,3084.33,Yes,Uttar Pradesh,0,0,0.1,Low Risk
63,Female,1399232.0,116603,0,657,4,0.0,2976.56,No,Maharashtra,0,0,0.01,Low Risk
25,Male,828476.0,69040,334574,688,4,0.4038427184372269,3002.57,No,Gujarat,0,0,0.09,Low Risk
22,Male,778500.0,64875,365831,609,4,0.46991779062299294,3317.68,No,Gujarat,1,1,0.95,High Risk
38,Female,454415.0,37868,90738,643,1,0.19968090842071676,5849.38,No,Bihar,1,1,0.73,High Risk
35,Male,308511.0,25709,0,837,2,0.0,1230.62,No,Madhya Pradesh,0,0,0.0,Low Risk
23,Female,602384.0,50199,0,796,3,0.0,4031.74,No,Rajasthan,0,0,0.05,Low Risk
24,Male,480414.0,40034,0,761,1,0.0,6010.42,No,Madhya Pradesh,0,0,0.11,Low Risk
60,Male,715400.0,59617,62638,723,4,0.0875566116857702,4904.54,No,Uttar Pradesh,0,0,0.1,Low Risk
57,Male,711012.0,59251,101955,735,4,0.14339420431722671,1840.29,Yes,Telangana,0,0,0.02,Low Risk
27,Female,874118.0,72843,209464,709,4,0.239628974577803,5174.9,No,Telangana,0,0,0.06,Low Risk
33,Female,714950.0,59579,149478,720,4,0.20907476047276033,2714.61,Yes,Maharashtra,0,0,0.02,Low Risk
39,Female,851495.0,70958,368333,684,2,0.4325721231481101,1150.44,Yes,Maharashtra,0,0,0.12,Low Risk
19,Male,843706.0,70309,320790,562,4,0.3802153830836808,1562.28,No,Gujarat,1,1,0.9,High Risk
47,Female,438023.0,36502,88856,563,1,0.20285692760425822,1258.78,Yes,Bihar,1,1,0.63,High Risk
36,Female,523558.0,43630,116287,747,3,0.22210910730043282,4562.41,Yes,Tamil Nadu,0,0,0.07,Low Risk
42,Male,1521726.0,126810,0,763,4,0.0,1366.29,No,Bihar,0,0,0.17,Low Risk
63,Female,494817.0,41235,240441,705,3,0.48591903673479286,3615.59,Yes,West Bengal,0,0,0.03,Low Risk
53,Male,655591.0,54633,91522,674,5,0.13960228252065693,1628.02,Yes,Maharashtra,0,0,0.01,Low Risk
60,Male,394480.0,32873,0,642,1,0.0,3175.92,Yes,Maharashtra,1,1,0.75,High Risk
49,Female,1077953.0,89829,0,790,3,0.0,5543.48,No,Gujarat,0,0,0.02,Low Risk
27,Male,1147718.0,95643,349657,649,5,0.3046541049282141,1605.01,Yes,Gujarat,1,1,0.91,High Risk
69,Male,298451.0,24871,25440,700,1,0.08524012316929747,615.44,Yes,Madhya Pradesh,0,0,0.02,Low Risk
55,Female,1368387.0,114032,241536,879,5,0.1765114693431025,4206.69,No,Tamil Nadu,0,0,0.0,Low Risk
34,Male,649072.0,54089,104970,704,3,0.16172319865900855,1711.85,Yes,Karnataka,0,0,0.02,Low Risk
45,Male,1307337.0,108945,0,636,3,0.0,524.05,Yes,Telangana,1,1,0.81,High Risk
21,Female,540382.0,45032,0,749,3,0.0,1167.84,No,Maharashtra,0,0,0.02,Low Risk
45,Female,2969990.0,247499,0,770,5,0.0,2755.3,Yes,Delhi,0,0,0.02,Low Risk
35,Male,163645.0,13637,106011,461,1,0.6478108099850286,10808.27,No,Maharashtra,1,1,0.83,High Risk
31,Male,656014.0,54668,29281,634,3,0.04463471816150265,1583.77,No,Tamil Nadu,1,1,0.88,High Risk
39,Female,352099.0,29342,0,672,2,0.0,3571.31,No,Maharashtra,0,0,0.05,Low Risk
56,Male,761554.0,63463,0,601,2,0.0,2803.35,No,Bihar,1,1,0.66,High Risk
43,Female,866451.0,72204,256259,840,3,0.2957570595452022,4885.28,Yes,Maharashtra,0,0,0.03,Low Risk
23,Male,410458.0,34205,191716,813,3,0.4670782394301,3032.89,Yes,Karnataka,0,0,0.03,Low Risk
29,Male,494529.0,41211,0,638,2,0.0,1128.02,No,Maharashtra,1,1,0.72,High Risk
48,Male,757689.0,63141,104203,661,5,0.13752740240388867,14691.15,Yes,Rajasthan,0,0,0.07,Low Risk
31,Male,1001994.0,83500,0,604,3,0.0,1449.93,Yes,Gujarat,1,1,0.75,High Risk
54,Male,652066.0,54339,125917,657,3,0.19310468572199746,3113.85,Yes,Uttar Pradesh,0,0,0.04,Low Risk
25,Female,672705.0,56059,483504,690,3,0.7187459584810578,2085.75,No,Madhya Pradesh,0,0,0.15,Low Risk
37,Male,389031.0,32419,0,740,1,0.0,8822.72,Yes,Gujarat,0,0,0.05,Low Risk
24,Female,1880768.0,156731,246625,870,4,0.13112994266172118,6549.87,No,Maharashtra,0,0,0.02,Low Risk
42,Female,594063.0,49505,185748,781,2,0.31267390832285463,2847.69,No,Madhya Pradesh,0,0,0.08,Low Risk
33,Female,714950.0,59579,149478,720,4,0.20907476047276033,2235.23,No,Maharashtra,0,0,0.02,Low Risk
63,Male,3000000.0,250000,873181,656,4,0.2910603333333333,4343.27,No,Gujarat,0,0,0.03,Low Risk
28,Male,982417.0,81868,254329,765,5,0.25888090291597154,3013.69,Yes,West Bengal,0,0,0.02,Low Risk
51,Male,1018004.0,84834,144136,691,3,0.1415868699926523,2938.34,Yes,Maharashtra,0,0,0.01,Low Risk
43,Female,288372.0,24031,9426,808,1,0.03268694602804711,2337.88,Yes,Karnataka,0,0,0.11,Low Risk
38,Female,700330.0,58361,204479,665,5,0.2919752116859195,1556.05,Yes,Madhya Pradesh,0,0,0.0,Low Risk
31,Female,788611.0,65718,0,794,4,0.0,3071.17,Yes,Uttar Pradesh,0,0,0.03,Low Risk
33,Male,983787.0,81982,265458,688,4,0.2698327991729917,488.69,Yes,Uttar Pradesh,0,0,0.09,Low Risk
23,Male,578292.0,48191,0,658,1,0.0,2268.73,No,Maharashtra,0,0,0.14,Low Risk
25,Female,431850.0,35988,0,726,2,0.0,2378.15,Yes,Telangana,0,0,0.02,Low Risk
20,Female,313212.0,26101,109337,620,2,0.34908304918074656,694.45,Yes,Maharashtra,1,1,0.93,High Risk
46,Male,843111.0,70259,181522,587,4,0.215300239233031,4948.93,Yes,Uttar Pradesh,1,1,0.88,High Risk
66,Female,824718.0,68726,601632,623,4,0.7295002655453137,1853.37,Yes,Tamil Nadu,1,1,0.83,High Risk
68,Female,661733.0,55144,57009,722,3,0.08615106092638572,1559.2,No,Tamil Nadu,0,0,0.02,Low Risk
34,Female,467963.0,38997,151723,588,3,0.3242200772283279,7449.49,No,Gujarat,1,1,0.79,High Risk
49,Male,875830.0,72986,0,769,3,0.0,3897.38,Yes,Madhya Pradesh,0,0,0.01,Low Risk
47,Male,620872.0,51739,262495,687,3,0.4227844064477058,1165.95,Yes,Rajasthan,0,0,0.14,Low Risk
38,Female,172933.0,14411,22094,617,1,0.12776046214429865,419.52,Yes,Madhya Pradesh,1,1,0.75,High Risk
70,Female,738707.0,61559,0,687,2,0.0,3095.06,No,Madhya Pradesh,0,0,0.17,Low Risk
55,Female,1368387.0,114032,241536,879,5,0.1765114693431025,1142.37,Yes,Maharashtra,0,0,0.07,Low Risk
23,Male,559371.0,46614,44538,787,2,0.07962157494757505,1175.25,No,West Bengal,0,0,0.01,Low Risk
22,Male,677602.0,56467,180721,641,4,0.2667067098385188,1690.32,Yes,Karnataka,1,1,0.98,High Risk
63,Female,736543.0,61379,0,611,4,0.0,6942.2,Yes,Gujarat,1,1,0.89,High Risk
23,Female,1521846.0,126820,130654,801,5,0.08585231357180687,1672.92,Yes,Maharashtra,0,0,0.01,Low Risk
21,Female,723749.0,60312,186160,666,2,0.2572162448583694,1774.21,Yes,Telangana,0,0,0.0,Low Risk
41,Female,669720.0,55810,221315,731,3,0.3304589977901212,10806.22,Yes,Gujarat,0,0,0.08,Low Risk
57,Male,179735.0,14978,49629,616,1,0.2761231813503213,3150.49,No,Gujarat,1,1,0.8,High Risk
48,Other,908009.0,75667,0,850,5,0.0,4407.5,Yes,Bihar,0,0,0.0,Low Risk
22,Male,678213.0,56518,218839,595,5,0.3226700166466877,2670.01,No,Maharashtra,1,1,1.0,High Risk
24,Male,1050509.0,87542,199480,799,3,0.18988890147538004,1800.92,Yes,Delhi,0,0,0.11,Low Risk
19,Male,1211822.0,100985,0,897,5,0.0,2318.6,Yes,Maharashtra,0,0,0.0,Low Risk
50,Female,812825.0,67735,55127,632,4,0.06782148678989942,1691.1,No,Delhi,1,0,0.47,Low Risk
33,Male,1477356.0,123113,761553,626,3,0.5154837425779568,2112.23,Yes,Tamil Nadu,1,1,0.86,High Risk
26,Female,778310.0,64859,188398,638,3,0.24206036155259472,716.17,No,Madhya Pradesh,1,1,0.82,High Risk
29,Male,1394744.0,116229,0,789,3,0.0,1648.56,Yes,Maharashtra,0,0,0.27,Low Risk
45,Male,1134942.0,94578,137315,819,3,0.12098856153001651,1912.56,No,Madhya Pradesh,0,0,0.12,Low Risk
30,Female,484817.0,40401,0,671,2,0.0,2102.49,Yes,Uttar Pradesh,0,0,0.06,Low Risk
49,Male,641958.0,53496,0,626,3,0.0,2159.49,Yes,Maharashtra,1,1,0.81,High Risk
52,Female,658781.0,54898,284533,733,5,0.4319083276536512,2360.47,Yes,Madhya Pradesh,0,0,0.01,Low Risk
49,Male,963075.0,80256,90981,826,5,0.09446927809360642,1243.31,No,Madhya Pradesh,0,0,0.01,Low Risk
46,Female,1290122.0,107510,126218,674,4,0.09783415831991082,8403.78,Yes,Tamil Nadu,0,0,0.05,Low Risk
66,Other,1372434.0,114370,0,789,5,0.0,2022.84,No,Madhya Pradesh,0,0,0.1,Low Risk
49,Male,963075.0,80256,90981,826,5,0.09446927809360642,2196.73,Yes,Uttar Pradesh,0,0,0.0,Low Risk
44,Female,519518.0,43293,84850,696,3,0.163324466139768,2470.59,No,Madhya Pradesh,0,0,0.06,Low Risk
45,Female,509567.0,42464,0,871,3,0.0,3036.26,No,Maharashtra,0,0,0.05,Low Risk
30,Female,1033108.0,86092,246043,735,2,0.23815806285499677,2324.4,Yes,Uttar Pradesh,0,0,0.09,Low Risk
62,Male,374099.0,31175,0,655,2,0.0,1803.01,No,Karnataka,0,0,0.05,Low Risk
34,Male,1273645.0,106137,64718,767,4,0.050813217183752146,5639.48,No,Karnataka,0,0,0.05,Low Risk
60,Female,926246.0,77187,0,719,4,0.0,2646.67,Yes,Maharashtra,0,0,0.01,Low Risk
63,Male,865850.0,72154,252772,649,3,0.2919350926834902,2592.28,No,Telangana,1,1,0.84,High Risk
44,Male,387822.0,32318,2669,697,1,0.0068820231962085695,2289.73,Yes,Tamil Nadu,0,0,0.05,Low Risk
27,Male,287916.0,23993,0,860,2,0.0,2019.82,Yes,Bihar,0,0,0.0,Low Risk
22,Female,266084.0,22174,28374,748,3,0.10663549856436313,1012.53,No,Madhya Pradesh,0,0,0.19,Low Risk
38,Male,376434.0,31370,0,676,3,0.0,2512.1,No,Gujarat,0,0,0.09,Low Risk
21,Female,602236.0,50186,144665,736,2,0.2402131390351955,2687.3,Yes,West Bengal,0,0,0.01,Low Risk
34,Male,571485.0,47624,128415,694,3,0.2247040604740282,4358.69,Yes,Bihar,0,0,0.12,Low Risk
70,Female,298659.0,24888,11357,680,2,0.0380266457732732,2580.78,No,Maharashtra,0,0,0.16,Low Risk
23,Female,285489.0,23791,158627,773,2,0.5556326163179667,2294.31,No,Tamil Nadu,0,0,0.04,Low Risk
27,Other,421743.0,35145,0,746,2,0.0,4996.14,No,Maharashtra,0,0,0.08,Low Risk
58,Female,344113.0,28676,0,689,1,0.0,3980.04,Yes,Telangana,0,0,0.04,Low Risk
36,Female,1375004.0,114584,0,900,4,0.0,1680.85,Yes,Uttar Pradesh,0,0,0.0,Low Risk
36,Female,898109.0,74842,516335,625,3,0.5749135127250701,2078.01,Yes,Maharashtra,1,1,0.88,High Risk
59,Male,510857.0,42571,0,654,3,0.0,2711.15,Yes,Karnataka,0,0,0.05,Low Risk
66,Other,1014613.0,84551,442266,692,4,0.4358962481261328,2002.22,Yes,Uttar Pradesh,0,0,0.02,Low Risk
29,Male,1394744.0,116229,0,789,3,0.0,1252.61,Yes,Tamil Nadu,0,0,0.07,Low Risk
59,Male,344137.0,28678,0,687,2,0.0,5013.36,Yes,Gujarat,0,0,0.08,Low Risk
21,Male,698389.0,58199,129998,600,3,0.18613981606239502,7972.25,Yes,Uttar Pradesh,1,1,0.86,High Risk
48,Male,365581.0,30465,61307,605,2,0.1676974459832431,2276.39,No,Maharashtra,1,1,0.83,High Risk
60,Male,1321739.0,110145,385598,719,4,0.2917353577370419,2026.96,Yes,Gujarat,0,0,0.04,Low Risk
54,Male,1101485.0,91790,0,607,4,0.0,1170.19,No,Madhya Pradesh,1,1,0.7,High Risk
63,Female,631011.0,52584,315229,551,5,0.499561814294838,1933.47,Yes,Maharashtra,1,1,0.99,High Risk
33,Female,1806579.0,150548,527264,616,5,0.2918577045343713,361.63,Yes,Maharashtra,1,1,0.93,High Risk
61,Male,622577.0,51881,449417,598,4,0.7218657290584136,1854.3,Yes,Tamil Nadu,1,1,0.79,High Risk
23,Female,602384.0,50199,0,796,3,0.0,1072.94,No,Madhya Pradesh,0,0,0.08,Low Risk
54,Male,651469.0,54289,0,731,4,0.0,1482.3,Yes,Delhi,0,0,0.02,Low Risk
48,Male,443171.0,36931,106136,657,3,0.23949220504049226,2102.44,Yes,Maharashtra,0,0,0.15,Low Risk
49,Female,436767.0,36397,0,698,1,0.0,449.32,No,Maharashtra,0,0,0.04,Low Risk
46,Male,411235.0,34270,0,772,2,0.0,1409.58,No,Maharashtra,0,0,0.05,Low Risk
30,Female,725678.0,60473,0,648,4,0.0,318.58,Yes,Maharashtra,1,1,0.86,High Risk
60,Male,635245.0,52937,94205,704,4,0.14829711371203236,546.92,No,Maharashtra,0,0,0.05,Low Risk
31,Male,2008449.0,167371,508137,706,5,0.2529997027557085,666.65,No,Uttar Pradesh,0,0,0.06,Low Risk
44,Female,684589.0,57049,267824,595,5,0.39121867280952516,1190.17,Yes,Madhya Pradesh,1,1,0.83,High Risk
36,Male,315244.0,26270,196936,616,3,0.6247097486391494,943.37,Yes,Gujarat,1,1,0.88,High Risk
39,Female,225027.0,18752,55190,798,1,0.2452594577539584,887.37,No,Madhya Pradesh,0,0,0.08,Low Risk
50,Male,602714.0,50226,0,633,2,0.0,2942.47,Yes,Madhya Pradesh,1,1,0.78,High Risk
46,Male,303712.0,25309,0,655,3,0.0,2349.82,No,Bihar,0,0,0.0,Low Risk
37,Male,1374227.0,114519,707128,695,4,0.5145641877215337,2193.86,Yes,Maharashtra,0,0,0.02,Low Risk
31,Male,554712.0,46226,0,730,3,0.0,3091.13,No,Gujarat,0,0,0.16,Low Risk
20,Female,431197.0,35933,0,622,1,0.0,4468.5,Yes,Gujarat,1,1,0.77,High Risk
42,Female,908851.0,75738,394466,719,3,0.43402713976218327,2256.24,Yes,Tamil Nadu,0,0,0.02,Low Risk
24,Female,479285.0,39940,177782,560,2,0.37093170034530604,5185.92,Yes,Karnataka,1,1,0.75,High Risk
26,Male,760106.0,63342,0,716,3,0.0,11078.29,Yes,Tamil Nadu,0,0,0.03,Low Risk
50,Female,411291.0,34274,59846,652,1,0.14550768190891608,1719.7,Yes,Maharashtra,0,0,0.08,Low Risk
26,Female,1452418.0,121035,435646,561,3,0.2999453325420093,3856.78,No,West Bengal,1,1,0.65,High Risk
47,Female,790277.0,65856,299138,668,3,0.37852297359027276,979.32,Yes,Maharashtra,0,0,0.07,Low Risk
31,Other,1107224.0,92269,0,606,3,0.0,1337.27,No,Gujarat,1,0,0.44,Low Risk
24,Female,417501.0,34792,0,618,1,0.0,4928.97,No,Telangana,1,1,0.69,High Risk
66,Female,671296.0,55941,233121,582,3,0.347270056726094,787.35,Yes,Uttar Pradesh,1,1,0.87,High Risk
21,Male,1120207.0,93351,266243,675,3,0.23767303721544322,2981.47,Yes,Rajasthan,0,0,0.04,Low Risk
48,Female,1162523.0,96877,283514,715,3,0.2438781856358971,10532.58,Yes,Rajasthan,0,0,0.14,Low Risk
66,Male,778096.0,64841,87533,715,4,0.1124964014723119,1244.71,No,Maharashtra,0,0,0.02,Low Risk
45,Female,2969990.0,247499,0,770,5,0.0,2174.64,Yes,Madhya Pradesh,0,0,0.03,Low Risk
28,Female,2101519.0,175127,650617,597,4,0.309593679619361,694.75,Yes,Gujarat,1,1,0.92,High Risk
38,Female,399036.0,33253,0,782,3,0.0,8099.85,Yes,Delhi,0,0,0.04,Low Risk
21,Female,478760.0,39897,0,775,1,0.0,1155.13,Yes,Bihar,0,0,0.02,Low Risk
46,Female,749266.0,62439,208858,692,4,0.27875013680054883,1039.03,No,Gujarat,0,0,0.02,Low Risk
52,Female,1483786.0,123649,315273,841,3,0.2124787536747213,6207.6,Yes,Madhya Pradesh,0,0,0.04,Low Risk
19,Male,1211822.0,100985,0,897,5,0.0,1389.58,No,West Bengal,0,0,0.01,Low Risk
63,Female,766784.0,63899,75198,675,2,0.0980693389533428,3546.91,Yes,Maharashtra,0,0,0.02,Low Risk
23,Male,410458.0,34205,191716,813,3,0.4670782394301,8588.3,Yes,Madhya Pradesh,0,0,0.16,Low Risk
51,Female,862527.0,71877,74376,683,3,0.0862303440935762,2133.59,No,Maharashtra,0,0,0.02,Low Risk
25,Female,333220.0,27768,112067,732,2,0.3363153472180541,4936.85,Yes,Karnataka,0,0,0.09,Low Risk
38,Female,668019.0,55668,0,678,4,0.0,775.49,Yes,Madhya Pradesh,0,0,0.02,Low Risk
53,Female,482631.0,40219,22649,672,3,0.04692819151691458,2060.08,Yes,Madhya Pradesh,0,0,0.03,Low Risk
28,Female,786129.0,65511,522656,688,4,0.6648476267889876,583.59,No,Rajasthan,0,0,0.03,Low Risk
33,Other,865737.0,72145,178873,798,4,0.2066135558489472,1669.27,Yes,Maharashtra,0,0,0.07,Low Risk
22,Female,836828.0,69736,208288,622,3,0.248901805388921,7013.78,Yes,West Bengal,1,1,0.82,High Risk
45,Female,754990.0,62916,230355,782,3,0.3051100014569729,1382.45,Yes,Maharashtra,0,0,0.01,Low Risk
46,Male,393709.0,32809,120877,553,1,0.3070211755382783,3234.64,No,Telangana,1,1,0.75,High Risk
23,Female,747971.0,62331,135965,654,2,0.18177843793409101,5577.41,Yes,Delhi,0,0,0.02,Low Risk
49,Male,785725.0,65477,0,891,3,0.0,3072.9,Yes,Gujarat,0,0,0.09,Low Risk
59,Female,1245126.0,103760,0,576,4,0.0,2187.21,Yes,Uttar Pradesh,1,1,0.83,High Risk
55,Female,312270.0,26022,35145,689,2,0.11254683447017004,379.71,Yes,Telangana,0,0,0.04,Low Risk
22,Female,688560.0,57380,274545,648,3,0.3987234227953991,2394.39,Yes,Maharashtra,1,1,0.97,High Risk
25,Male,391817.0,32651,0,900,3,0.0,3182.67,Yes,West Bengal,0,0,0.06,Low Risk
52,Male,702754.0,58563,281530,637,3,0.4006096016529255,11097.58,Yes,Gujarat,1,0,0.31,Low Risk
47,Male,342780.0,28565,194116,717,2,0.5662990839605578,6146.55,Yes,Gujarat,0,0,0.06,Low Risk
23,Male,510532.0,42544,114763,795,2,0.2247910023269844,2790.55,Yes,Maharashtra,0,0,0.07,Low Risk
49,Female,448367.0,37364,0,727,3,0.0,2781.64,No,Uttar Pradesh,0,0,0.01,Low Risk
67,Female,317673.0,26473,0,617,2,0.0,3409.68,Yes,Telangana,1,1,0.73,High Risk
55,Male,420487.0,35041,0,819,3,0.0,1532.47,Yes,Gujarat,0,0,0.05,Low Risk
53,Male,685044.0,57087,0,726,3,0.0,3483.65,No,Gujarat,0,0,0.21,Low Risk
60,Male,2214980.0,184582,0,573,4,0.0,1342.05,Yes,Madhya Pradesh,1,1,0.94,High Risk
51,Female,1773683.0,147807,107178,785,3,0.0604268068194824,5179.36,No,Karnataka,0,0,0.0,Low Risk
48,Male,614787.0,51232,265304,604,4,0.43153807741543004,1163.43,Yes,Maharashtra,1,1,0.88,High Risk
52,Male,389391.0,32449,83106,738,3,0.2134255799440665,2950.39,Yes,Uttar Pradesh,0,0,0.03,Low Risk
43,Male,1317483.0,109790,71070,702,2,0.05394377005244091,1073.75,Yes,Karnataka,0,0,0.12,Low Risk
38,Female,987948.0,82329,544174,641,5,0.5508123909355553,3689.82,No,Madhya Pradesh,1,1,0.93,High Risk
46,Female,381528.0,31794,12591,900,3,0.033001509718814874,1725.14,Yes,Rajasthan,0,0,0.05,Low Risk
48,Male,617594.0,51466,0,692,5,0.0,1876.84,No,West Bengal,0,0,0.06,Low Risk
65,Female,1081776.0,90148,432121,565,3,0.3994551552262206,926.21,Yes,Maharashtra,1,1,0.96,High Risk
65,Male,1265212.0,105434,0,721,3,0.0,1487.16,No,West Bengal,0,0,0.04,Low Risk
36,Male,867977.0,72331,0,666,3,0.0,1859.51,Yes,West Bengal,0,0,0.1,Low Risk
33,Male,787813.0,65651,64943,687,4,0.0824345371300042,1425.17,Yes,Tamil Nadu,0,0,0.0,Low Risk
58,Female,706954.0,58913,0,631,5,0.0,2631.76,Yes,Madhya Pradesh,1,1,0.9,High Risk
30,Male,781895.0,65158,283086,641,3,0.36205117055359093,489.35,No,Maharashtra,1,1,0.79,High Risk
26,Female,802480.0,66873,351473,623,4,0.437983501146446,1094.07,Yes,Maharashtra,1,1,0.91,High Risk
64,Female,746941.0,62245,0,620,5,0.0,5345.81,No,Madhya Pradesh,1,1,0.88,High Risk
37,Male,567952.0,47329,194269,550,3,0.34205179310927686,2675.19,Yes,West Bengal,1,1,0.53,High Risk
33,Female,1431722.0,119310,672624,640,3,0.4698007015328395,1822.62,Yes,Rajasthan,1,1,0.65,High Risk
30,Male,832664.0,69389,0,682,2,0.0,6358.94,No,Maharashtra,0,0,0.12,Low Risk
61,Female,1333245.0,111104,0,715,2,0.0,7290.21,Yes,Tamil Nadu,0,0,0.02,Low Risk
61,Male,2203425.0,183619,1053264,623,4,0.47801218557473024,5893.3,Yes,Tamil Nadu,1,1,0.94,High Risk
65,Male,1002108.0,83509,786195,622,5,0.7845411871774299,4481.6,Yes,Maharashtra,1,1,0.97,High Risk
20,Male,357386.0,29782,149347,607,2,0.4178871024606448,7532.31,Yes,Gujarat,1,1,0.85,High Risk
37,Female,265296.0,22108,15960,585,2,0.06015921838248598,8196.69,Yes,Telangana,1,1,0.67,High Risk
35,Male,675973.0,56331,269552,675,3,0.3987614889943829,2210.11,Yes,Telangana,0,0,0.14,Low Risk
58,Other,678149.0,56512,0,679,3,0.0,2325.23,Yes,Maharashtra,0,0,0.05,Low Risk
58,Female,1643481.0,136957,0,737,4,0.0,637.92,No,Maharashtra,0,0,0.0,Low Risk
26,Female,345239.0,28770,0,655,1,0.0,5175.28,Yes,Madhya Pradesh,0,0,0.17,Low Risk
56,Female,1017585.0,84799,223412,612,3,0.2195511922836913,4688.27,No,Bihar,1,1,0.95,High Risk
28,Female,1071335.0,89278,0,719,4,0.0,3311.67,No,Madhya Pradesh,0,0,0.0,Low Risk
25,Female,672705.0,56059,483504,690,3,0.7187459584810578,2600.29,Yes,West Bengal,0,0,0.06,Low Risk
39,Female,868910.0,72409,41792,730,3,0.04809704112048428,2309.47,No,West Bengal,0,0,0.02,Low Risk
40,Male,972444.0,81037,0,668,4,0.0,8196.58,Yes,Delhi,0,0,0.11,Low Risk
28,Female,1032329.0,86027,532902,523,1,0.5162133389646131,2983.22,No,Madhya Pradesh,1,1,0.79,High Risk
62,Female,1831689.0,152641,0,865,4,0.0,2634.04,Yes,Gujarat,0,0,0.01,Low Risk
65,Male,437040.0,36420,227800,737,2,0.5212337543474281,4664.62,Yes,Madhya Pradesh,0,0,0.16,Low Risk
23,Female,361902.0,30158,124057,706,2,0.3427916949892512,208.71,Yes,Tamil Nadu,0,0,0.03,Low Risk
30,Female,309666.0,25806,55046,737,2,0.17775926320616406,3840.43,Yes,Gujarat,0,0,0.08,Low Risk
26,Female,292498.0,24375,171490,682,1,0.586294607142613,2963.17,Yes,Maharashtra,0,0,0.08,Low Risk
44,Female,961189.0,80099,480526,721,5,0.499928734099121,886.62,Yes,Telangana,0,0,0.06,Low Risk
63,Female,258103.0,21509,61397,592,1,0.23787790145794507,1644.48,No,Gujarat,1,1,0.76,High Risk
60,Female,869495.0,72458,163689,670,4,0.18825755179730763,1658.59,Yes,Gujarat,0,0,0.05,Low Risk
50,Female,481425.0,40119,190000,702,3,0.39466168146647973,2058.42,Yes,Gujarat,0,0,0.16,Low Risk
59,Female,613922.0,51160,425855,700,5,0.6936630386270568,3988.5,Yes,Gujarat,0,0,0.05,Low Risk
69,Female,767653.0,63971,0,772,3,0.0,8415.17,Yes,Telangana,0,0,0.05,Low Risk
34,Male,578345.0,48195,321586,710,2,0.5560452670983582,2900.72,Yes,Tamil Nadu,0,0,0.27,Low Risk
26,Male,336413.0,28034,125113,553,2,0.3719029882911778,5376.42,Yes,Bihar,1,1,0.89,High Risk
63,Male,968104.0,80675,162092,764,4,0.16743242461553717,2221.51,Yes,Maharashtra,0,0,0.03,Low Risk
35,Male,301197.0,25100,0,683,3,0.0,594.9,Yes,Karnataka,0,0,0.02,Low Risk
36,Other,1066518.0,88876,452931,721,3,0.424682002554106,2864.71,No,Uttar Pradesh,0,0,0.02,Low Risk
56,Other,732417.0,61035,202632,628,2,0.2766620654627077,1291.78,Yes,Rajasthan,1,1,0.72,High Risk
21,Male,839867.0,69989,104855,811,5,0.12484714841754706,3848.06,Yes,Madhya Pradesh,0,0,0.02,Low Risk
67,Female,697733.0,58144,172054,731,5,0.24659002799064972,14065.85,Yes,Delhi,0,0,0.05,Low Risk
65,Male,1194836.0,99570,335387,763,3,0.2806970998530342,1200.6,Yes,West Bengal,0,0,0.04,Low Risk
24,Female,761425.0,63452,149343,837,2,0.1961361920084053,517.59,Yes,Maharashtra,0,0,0.08,Low Risk
58,Female,706954.0,58913,0,631,5,0.0,2436.47,Yes,Tamil Nadu,1,1,0.81,High Risk
67,Female,749872.0,62489,0,767,3,0.0,7116.53,No,Delhi,0,0,0.04,Low Risk
26,Female,590591.0,49216,35373,697,3,0.05989424153094104,1256.8,Yes,Tamil Nadu,0,0,0.02,Low Risk
44,Female,720864.0,60072,0,804,5,0.0,2340.25,Yes,Madhya Pradesh,0,0,0.0,Low Risk
54,Female,304928.0,25411,32875,766,3,0.10781233602686535,1426.61,No,Karnataka,0,0,0.02,Low Risk
24,Female,450097.0,37508,0,814,2,0.0,3413.68,No,Gujarat,0,0,0.04,Low Risk
52,Male,1908391.0,159033,0,806,3,0.0,3728.35,No,Rajasthan,0,0,0.04,Low Risk
21,Female,1008119.0,84010,442943,796,4,0.4393757086217004,5785.82,No,Rajasthan,0,0,0.11,Low Risk
22,Male,788330.0,65694,262550,603,3,0.33304580569051034,4360.47,Yes,Telangana,1,1,0.86,High Risk
41,Male,260982.0,21748,44611,783,2,0.17093516027925298,2209.32,No,Maharashtra,0,0,0.01,Low Risk
36,Male,852798.0,71066,160425,661,3,0.18811606030970993,2485.97,Yes,Maharashtra,0,0,0.07,Low Risk
19,Female,573865.0,47822,12757,857,1,0.022229966978296288,465.83,Yes,Telangana,0,0,0.04,Low Risk
62,Male,1497846.0,124820,645995,608,5,0.4312826552262382,1895.76,No,Bihar,1,1,0.97,High Risk
